AGS_12,state,nuts2,district,name,population,male,female,male_under10,female_under10,male_10to19,female_10to19,male_20to29,female_20to29,male_30to39,female_30to39,male_40to49,female_40to49,male_50to59,female_50to59,male_60to69,female_60to69,male_70to79,female_70to79,male_80andover,female_80andover,working_population,agriculture_forests_fishery,mining_and_industry,energy_water_waste,construction,trade_carmechanics_tourism,traffic_storage_communication,finance_insurance,property,public_administration,other_services,unknown
1001,1,0,1,"Flensburg, Stadt",82258,40534,41724,3608,2791,3844,3710,6851,6840,5161,4663,6525,5943,5296,5327,4231,4865,3633,4496,1385,3089,40940,,5080,610,1450,8610,3280,730,5940,4110,10880,0
1002,1,0,2,"Kiel, Landeshauptstadt",235782,113505,122277,9981,9002,9917,9944,20583,23681,17058,15471,17579,17795,14305,14878,11794,12452,8975,11325,3313,7729,118100,,10930,1550,4520,20840,9750,3610,17050,11510,37740,0
1003,1,0,3,"Lübeck, Hansestadt",210305,99832,110473,8609,8088,9343,9638,13813,13952,12267,12562,16203,16995,13807,14033,11717,13176,10205,12952,3868,9077,99990,,13170,1190,4080,17720,9750,2400,12650,7450,30900,
1004,1,0,4,"Neumünster, Stadt",77249,37710,39539,3410,3162,4115,4142,4911,4383,4292,4168,6281,6223,5204,5281,4453,4694,3657,4557,1387,2929,36570,,4580,660,2840,7750,3300,1020,4020,3260,8790,
1051,1,0,51,Dithmarschen,133900,65528,68372,5766,5548,8040,7689,6799,6316,6769,6669,10937,11054,9478,9616,8160,8348,7097,8161,2482,4971,62210,3160,9270,1320,5130,11470,4350,1470,5920,5430,14680,0
1053,1,0,53,Herzogtum Lauenburg,187137,90976,96162,8628,8180,10769,9982,8958,8727,9570,10706,16821,16986,13254,13293,10435,11133,9339,10613,3202,6542,96080,1880,14990,1640,5420,17950,8570,3390,11470,8350,22420,0
1054,1,0,54,Nordfriesland,163665,79541,84124,7109,6714,9869,9391,8809,7891,8065,8678,13472,13877,11295,11777,9755,10404,8277,9560,2890,5832,84740,4190,6620,1530,7100,21670,4290,2230,8860,8570,19660,10
1055,1,0,55,Ostholstein,198413,95265,103148,7636,7333,10476,9711,8683,8491,9347,10317,16208,16963,14196,15066,13328,14058,11446,12955,3945,8254,99240,2380,11400,1620,5850,22550,7500,2740,10190,9100,25920,
1056,1,0,56,Pinneberg,296341,144046,152295,13669,12907,16356,14941,14458,14474,15621,17308,27124,26596,20516,20938,16804,18553,14628,17017,4870,9561,155230,3660,23530,2290,8170,31390,14810,6830,21500,11330,31720,
1057,1,0,57,Plön,127676,61687,65989,5238,5093,7449,7121,5419,5067,5983,6451,10903,11597,9176,9373,8235,8746,6979,7944,2305,4597,63550,2040,7430,790,3880,11860,4710,2170,6910,7790,15990,
1058,1,0,58,Rendsburg-Eckernförde,269362,131868,137496,12314,11512,16461,15285,12672,11876,13412,14513,23876,24443,19029,19463,16266,16598,13493,14939,4345,8867,135990,5030,15830,2080,8950,23470,9850,4350,14770,15680,35960,10
1059,1,0,59,Schleswig-Flensburg,196025,96605,99420,8958,8334,12329,11590,9333,8767,9978,10278,17026,17057,13725,13847,12006,11977,10020,10991,3230,6579,97630,4940,11940,1360,6390,18020,6200,2620,9940,10380,25830,10
1060,1,0,60,Segeberg,260665,127503,133162,12106,11225,14543,13736,13009,12974,14720,15312,23702,23777,18030,18634,15287,16070,12344,14013,3762,7421,136870,2740,20820,1630,7940,28580,12520,5190,17640,9450,30350,0
1061,1,0,61,Steinburg,130785,64208,66575,5611,5442,7717,7530,6619,5971,6481,6679,12039,12026,9514,9321,7563,7738,6593,7478,2071,4390,65610,2340,10440,1480,4430,11240,4480,2050,8610,5830,14700,10
1062,1,0,62,Stormarn,230556,111676,118879,10649,10178,12502,12146,10059,10239,12136,13170,20953,21589,16298,16271,13654,14278,11522,13074,3903,7934,120530,1340,17730,1550,5790,24990,11960,5940,16020,9020,26180,10
2000,2,0,0,"Hamburg, Freie und Hansestadt",1706696,825451,881245,78232,73656,75817,71514,114122,129344,131132,127106,143686,136985,102161,107533,86000,91535,67915,85178,26386,58394,895550,3210,86530,10340,31810,170860,121690,34340,170520,50810,215420,10
3101,3,1,1,"Braunschweig, Stadt",242537,118128,124409,10109,9595,10437,10156,18902,17979,17012,15298,19464,18461,15070,16084,11922,13663,10829,13261,4383,9912,119940,,21520,1700,4040,18160,9390,2640,22760,7890,31360,
3102,3,1,2,"Salzgitter, Stadt",98895,48015,50880,4357,3867,5179,5224,5656,4868,5069,5224,7849,7611,6849,7450,5913,6319,5214,6302,1929,4015,42320,,14140,770,1360,6180,2430,760,5850,2100,8410,
3103,3,1,3,"Wolfsburg, Stadt",119984,58747,61237,4768,4857,5782,5310,8150,7471,7033,7151,9246,9217,8381,8181,6422,6819,6449,7794,2516,4437,58440,,22070,580,1250,7310,2760,870,10300,2340,10600,
3151,3,1,51,Gifhorn,171333,85102,86229,8177,7784,10882,10211,9120,8472,9251,9682,15584,15359,13298,12828,8883,8771,7331,8250,2576,4872,85570,1900,27180,980,3720,12230,4300,1640,11700,5370,16540,
3152,3,1,52,Göttingen,248037,120644,127393,10434,9416,12687,12110,18631,19622,13990,14272,19633,19613,17516,17075,12934,13150,10467,13019,4352,9116,123810,1990,17930,1010,5450,18990,8100,3740,14900,8720,42980,0
3153,3,1,53,Goslar,140137,68053,72084,4932,4642,6970,6429,7883,6716,7081,6833,11266,10954,10037,10152,8660,9505,7947,9787,3277,7066,64950,990,12570,1050,3110,12340,3550,1640,7450,4440,17810,0
3154,3,1,54,Helmstedt,91410,44815,46595,3585,3367,4999,4553,4503,4284,4784,4805,7827,7829,7280,6964,5376,5352,4584,5531,1877,3910,43210,790,12480,950,1720,5820,2410,760,5380,3730,9170,0
3155,3,1,55,Northeim,137445,67254,70192,5522,5001,7591,6980,6709,6239,6924,6891,11355,11630,10800,10500,8168,7969,7258,8816,2927,6166,65520,2240,14740,860,3230,10530,4050,1730,6390,4850,16900,
3156,3,1,56,Osterode am Harz,76785,37334,39452,2803,2638,4023,3745,3426,3098,3644,3689,6271,5994,5765,5868,5150,5150,4353,5247,1899,4023,34750,650,9160,440,1740,5850,1780,780,3140,2460,8750,
3157,3,1,57,Peine,130398,63816,66582,5992,5632,7890,7301,6367,5900,7002,7316,11716,11731,9476,9373,7067,7310,6056,7147,2250,4872,62820,1020,14310,1520,3010,10170,4320,2090,7230,4950,14200,
3158,3,1,58,Wolfenbüttel,120774,59275,61498,5058,4731,6822,6655,6089,5204,5995,6295,10916,10790,9049,8721,7151,7495,5980,7024,2215,4583,58990,930,13040,1000,2650,8710,4130,1270,7520,5050,14670,
3241,3,2,41,Region Hannover,1102240,532471,569771,48259,46925,54587,52562,64838,68512,68731,69305,91643,91068,76217,75586,58787,63208,50364,61989,19045,40616,558770,5520,71690,8090,22300,98500,56770,24470,80460,45180,145800,
3251,3,2,51,Diepholz,211185,104633,106551,9396,8620,12498,11578,10660,9618,11135,11534,19183,18872,15914,15421,12006,11896,10240,11789,3601,7223,111230,4220,23410,1320,6980,21640,9900,3880,10990,7300,21590,
3252,3,2,52,Hameln-Pyrmont,150259,72045,78214,6143,5529,8257,7769,7427,7287,7177,7787,12494,12403,10698,11373,8596,9195,7986,9754,3267,7117,71140,1340,12940,1100,4010,11770,4460,3600,7550,4820,19560,
3254,3,2,54,Hildesheim,277595,133900,143694,11661,10840,15427,14717,14637,16060,14476,15249,23293,23199,20013,19847,15571,16156,13538,16443,5284,11183,132430,1910,26950,1730,6890,22640,8370,3960,13110,10760,36120,
3255,3,2,55,Holzminden,73548,36051,37496,2893,2743,4134,3898,3900,3464,3513,3486,5883,5858,5438,5427,4393,4470,4121,4802,1776,3348,33350,730,8880,480,1980,5620,1650,770,3220,2570,7460,0
3256,3,2,56,Nienburg Weser,122241,60579,61663,5405,5106,7311,6985,6765,5880,6610,6482,10865,10238,9307,8952,6437,6540,5630,6850,2249,4630,61260,2800,14050,800,4130,10100,4140,1510,5240,4900,13590,0
3257,3,2,57,Schaumburg,157496,76362,81135,6438,6115,8967,8602,7592,7227,7902,8091,13583,13668,11393,11649,9203,9345,7985,9667,3299,6771,75880,1430,15610,860,3690,13370,5440,2870,7150,6870,18610,
3351,3,3,51,Celle,176690,86149,90541,8032,7762,10369,9557,9523,8890,9225,9370,14506,14289,12556,13062,10246,10664,8390,10029,3302,6918,85990,2610,13550,1110,5320,15270,5940,2210,8500,9880,21610,
3352,3,3,52,Cuxhaven,198777,97025,101753,8382,8050,11637,10738,9382,8652,9676,10343,16365,16853,14635,14752,12702,12763,10410,11817,3836,7785,97830,5010,13220,1700,6500,17980,9640,2380,9110,10110,22160,20
3353,3,3,53,Harburg,238443,115789,122653,10962,10733,13637,12905,10414,10266,12027,13622,22464,22454,16867,17111,14076,15303,11489,13189,3853,7070,125180,3150,16930,1650,7590,25080,14540,6340,15560,9010,25330,
3354,3,3,54,Lüchow-Dannenberg,49205,24131,25074,2002,1797,2728,2556,2236,1939,2342,2288,3842,3889,3710,3832,3277,3307,2854,3279,1140,2187,22490,1720,4080,490,1420,3700,1120,600,2060,1970,5320,
3355,3,3,55,Lüneburg,174123,84545,89578,8282,7940,10024,9418,9713,10653,10356,10962,15496,15478,11830,11827,9029,9303,7212,8368,2603,5629,88730,1980,12080,810,4820,15650,7560,2950,9710,9300,23860,
3356,3,3,56,Osterholz,110907,54265,56642,4925,4516,6555,6136,5086,4689,5531,6035,10114,10199,8239,8282,6695,7077,5405,6211,1715,3497,57750,1530,9460,1030,3290,10860,5300,1800,6810,4280,13390,
3357,3,3,57,Rotenburg Wümme,162726,81213,81513,7833,7280,10393,9717,9281,8089,9076,8904,14309,14053,11781,11518,8793,8539,7123,8164,2624,5249,87250,4230,14090,640,6990,17160,6650,2270,7720,7580,19910,10
3358,3,3,58,Soltau-Fallingbostel,136693,67258,69435,6324,5595,8181,7759,7488,6628,7175,7296,11439,11825,9978,9791,7510,7615,6611,7845,2552,5081,68870,2650,10880,950,4340,13500,4880,1700,6770,6900,16300,
3359,3,3,59,Stade,195450,97195,98255,9287,8556,11903,11205,10478,9874,11625,10863,17170,16638,13896,13877,10978,11330,8895,9933,2963,5979,100730,4150,18970,1480,6470,17360,10530,3380,11220,6910,20250,10
3360,3,3,60,Uelzen,93596,45440,48155,3732,3743,5232,4933,4716,3972,4655,4999,7819,7783,6844,6954,5368,5587,5076,6053,1998,4131,44080,2250,6570,460,2770,8180,2810,1360,3730,4520,11420,
3361,3,3,61,Verden,132300,64516,67784,6080,5986,7843,7447,6685,6468,6962,7338,11297,11656,9692,9840,7806,7954,6084,6731,2067,4364,66990,2180,12900,830,3610,13070,5210,1870,7430,5400,14490,10
3401,3,4,1,"Delmenhorst, Stadt",73322,35873,37449,3250,2907,4060,3910,4014,4036,4185,4036,6161,5784,4978,5464,4461,4552,3587,4321,1177,2439,34370,,6600,340,1700,7420,3630,760,4770,2090,6840,
3402,3,4,2,"Emden, Stadt",49787,24320,25467,2182,2139,2736,2759,3318,3499,2991,2666,4059,3675,3145,3394,2803,2835,2189,2651,897,1849,23050,,4920,520,800,3690,2200,440,3170,1670,5490,20
3403,3,4,3,"Oldenburg Oldenburg, Stadt",157267,74602,82665,6434,6676,7140,7846,11044,13120,10852,10026,12576,12990,10335,10593,7850,8369,5958,7679,2413,5366,83560,,9010,1090,3330,14900,6670,2530,11860,6570,27080,10
3404,3,4,4,"Osnabrück, Stadt",153699,73134,80565,5942,6326,7286,6380,12071,13466,10331,10096,11801,11863,9660,9988,7063,7955,6269,8393,2711,6098,79830,,10940,820,3500,14980,7350,2020,11110,4620,24010,
3405,3,4,5,"Wilhelmshaven, Stadt",77451,37978,39473,2849,2601,3727,3534,5928,4664,3740,3567,5882,5900,5296,5246,4763,5318,4270,5174,1523,3469,34740,,3940,870,1870,5690,2360,630,4570,5680,8880,
3451,3,4,51,Ammerland,117912,57703,60209,5523,5229,7096,6872,5870,5535,6220,6344,10372,10486,8218,8525,6656,6991,5813,6544,1935,3683,60740,4180,8740,850,3950,12960,4340,1760,5740,4500,13720,10
3452,3,4,52,Aurich,187136,91373,95762,8654,8013,11766,11084,9549,8965,9844,10387,15660,15779,12950,13882,11390,11425,8560,10143,3000,6084,87080,3180,15400,2100,6240,17400,4890,2040,8340,8520,18920,30
3453,3,4,53,Cloppenburg,159337,80218,79119,9183,8649,11419,10697,10559,9453,10020,9097,13700,12993,10956,10354,6577,6564,5746,6996,2058,4316,82500,4960,22780,980,7550,13090,4340,1560,7770,3430,16040,0
3454,3,4,54,Emsland,311089,156408,154681,15462,14686,20346,19252,19827,17515,19313,17758,27143,25185,22103,21334,15297,15177,12528,14880,4389,8894,163110,7440,37750,2410,14580,26880,8870,3700,15070,10010,36390,
3455,3,4,55,Friesland,98229,47860,50369,4136,3754,6063,5618,4437,4330,4722,4917,8211,8651,6861,6962,6308,6583,5300,5939,1822,3615,48070,1630,6750,870,2710,9080,2990,1260,4900,6340,11540,0
3456,3,4,56,Grafschaft Bentheim,133395,66200,67195,6662,6184,8526,8380,7676,6919,7270,7491,11645,11178,9467,9076,6838,6843,5805,6813,2311,4311,70120,2800,15340,1050,6010,13450,4160,1800,6470,4070,14960,0
3457,3,4,57,Leer,163832,80830,83002,7691,7486,10110,9943,9354,8356,9334,9021,14221,13567,11124,11432,9120,9216,7373,8785,2503,5196,78200,3680,14060,1150,6160,14780,5940,1940,7850,5670,16960,0
3458,3,4,58,Oldenburg,125015,61588,63426,5998,5366,7592,7462,5879,5631,6259,6927,11825,11884,9387,9057,6897,6976,5795,6321,1956,3802,66440,2870,11640,1070,4090,12280,5230,2040,7170,5130,14930,10
3459,3,4,59,Osnabrück,350147,172481,177666,16865,16406,22309,21110,19875,17943,19450,19774,30286,29928,25736,25009,17034,17447,15127,18137,5799,11912,187000,6000,47110,2250,10940,34430,13540,4120,17530,9160,41930,
3460,3,4,60,Vechta,132293,66111,66183,7350,6883,9012,8588,9023,8499,8199,8246,11615,10912,9181,8631,5519,5358,4496,5466,1716,3600,73810,3710,22070,600,5250,12310,3580,1510,5800,3240,15740,0
3461,3,4,61,Wesermarsch,90033,44693,45342,3873,3642,5720,5183,4747,4076,4451,4465,7920,7708,6601,6538,5340,5349,4405,5079,1636,3302,44230,2250,10210,1030,2260,7140,3630,760,4650,3040,9270,
3462,3,4,62,Wittmund,56839,27654,29185,2434,2446,3338,3516,2958,2705,2947,2949,4634,4606,3968,4192,3582,3560,2800,3149,993,2062,27430,1450,3750,620,2110,5870,1380,770,2660,3040,5780,10
4011,4,0,11,"Bremen, Stadt",542707,263382,279325,22490,20504,25492,23963,39118,39006,35068,33624,43402,42185,35290,36593,29513,32022,23849,30602,9160,20826,266810,,36490,3610,8940,47470,30700,6170,43270,12970,76240,10
4012,4,0,12,"Bremerhaven, Stadt",108156,52720,55436,4620,4506,5487,5318,7178,6527,6462,5559,7979,8114,7319,8237,6381,6522,5226,6399,2068,4254,47950,,7660,760,2210,7880,5970,840,6710,3650,11940,10
5111,5,1,11,"Düsseldorf, Stadt",586291,281487,304804,26065,24799,24143,22819,34472,40424,43848,45305,51982,45693,37120,39382,29142,33672,25318,31844,9397,20866,304610,,32740,4370,11430,56440,34560,14580,59030,19610,70760,0
5112,5,1,12,"Duisburg, Stadt",488468,237830,250638,21353,20460,26079,24440,29840,29781,29528,29409,40490,37833,34511,34712,24402,26878,22742,28441,8885,18684,216120,,39090,4200,11110,37280,22060,5500,30640,14530,50810,0
5113,5,1,13,"Essen, Stadt",566201,270733,295468,23254,22706,26716,25934,33919,36507,33661,33908,46488,43637,39707,41360,30435,33659,25874,34274,10679,23483,265420,,28380,5480,14610,46010,24780,7670,43850,16410,77230,0
5114,5,1,14,"Krefeld, Stadt",222247,106753,115494,9476,9479,11339,11423,12489,12454,12202,12664,18874,18456,15685,16425,12118,13344,10683,12972,3887,8277,107290,1210,18730,1530,5160,20380,9350,2860,16180,6310,25580,10
5116,5,1,16,"Mönchengladbach, Stadt",255188,123761,131427,10994,10350,14254,12525,15435,15631,13870,14642,20953,21421,18526,18832,13702,14550,11742,14408,4285,9068,120830,,20500,1620,7060,23430,10680,3820,17150,7850,27760,
5117,5,1,17,"Mülheim an der Ruhr, Stadt",166865,79165,87700,6694,6582,8034,7508,8984,8533,8524,9431,13091,14442,12356,12630,9278,10705,8565,10828,3639,7041,79060,,12060,1170,3560,14120,6810,2920,12340,6040,19570,
5119,5,1,19,"Oberhausen, Stadt",210216,102088,108127,8682,7845,10777,10557,12069,12149,12397,11649,17638,17059,15790,16446,11377,12115,9759,12504,3599,7803,97160,,16630,2130,6510,17380,8730,2930,13050,5880,23630,
5120,5,1,20,"Remscheid, Stadt",110708,53810,56898,4726,4424,5781,5934,6025,5908,5959,6292,9641,9167,8094,7912,6321,6679,5356,6460,1907,4122,52940,,15950,450,2940,8500,2930,1370,5990,2970,11560,
5122,5,1,22,"Solingen, Stadt",155265,74331,80934,7001,6626,8489,8234,8357,8687,8543,8382,13006,13931,10839,11207,8036,8377,7262,9407,2798,6083,76910,,18580,1260,3200,13820,5420,2420,8930,4830,17860,
5124,5,1,24,"Wuppertal, Stadt",342661,164777,177884,15147,14312,17559,16885,21654,20737,19591,19638,28333,28134,22779,24460,18560,20065,15426,20005,5728,13648,161550,,36010,2670,6600,27500,11890,5920,20910,10570,39110,0
5154,5,1,54,Kleve,300989,148241,152749,13700,12988,18110,17168,16732,16014,16507,16184,26797,26517,22873,22400,15862,16303,12922,15422,4738,9753,156290,7260,27780,2080,10010,29260,11360,4360,15930,10610,37620,20
5158,5,1,58,Mettmann,477778,229244,248533,20395,19496,25129,23580,22707,23448,23874,25952,41021,42601,34985,35376,27064,30917,25225,29916,8844,17247,240830,1520,49320,3160,9430,44020,21580,9680,32870,17010,52230,
5162,5,1,62,Rhein-Kreis Neuss,437393,211560,225833,20350,18259,24003,22495,21349,22449,23895,25532,38403,38895,32049,32644,23243,26476,21018,25067,7250,14016,217920,2340,34480,4430,8370,41730,22110,11210,31560,14400,47270,20
5166,5,1,66,Viersen,296175,143564,152612,12498,12282,17366,17139,15109,14414,14712,16165,27315,27050,22235,22415,15761,16938,13684,16378,4884,9831,149490,3280,27870,2190,8310,28320,11870,5350,18490,10290,33500,10
5170,5,1,70,Wesel,460419,223209,237211,18794,18048,25403,24455,24464,23431,23319,24696,39383,40306,35954,36859,25351,27016,22119,26422,8422,15978,225260,3540,42840,4780,12960,40300,17690,7110,26120,15950,53970,0
5314,5,3,14,"Bonn, Stadt",305765,144456,161309,15370,13996,13800,14457,22288,24415,20898,22390,23626,25139,18707,19890,13172,15488,11394,14416,5201,11118,157570,,9960,1020,4410,20830,18390,4810,25200,18780,53420,0
5315,5,3,15,"Köln, Stadt",1005775,487688,518087,46129,42569,44748,43106,69597,78403,79160,78881,86251,81083,60621,64934,46609,52143,40042,47058,14531,29910,516240,1250,53670,6820,19360,86960,65620,23840,89260,29660,139790,10
5316,5,3,16,"Leverkusen, Stadt",158984,76722,82262,7116,6852,8198,7689,9009,8705,8489,9801,13768,13491,10734,11386,8032,8903,8364,9737,3012,5698,75730,,15260,1310,3350,13250,7420,2470,11810,3610,16930,
5334,5,3,34,Städteregion Aachen,539516,267672,271843,22888,22368,28804,26386,45804,35483,31927,31184,43408,42183,35674,38032,26959,29006,23201,28635,9007,18566,262860,1700,43020,3800,11640,42020,21890,6850,39500,17850,74550,30
5358,5,3,58,Düren,258760,127124,131637,11629,10675,15544,14645,14380,14050,13949,13718,21870,22226,19774,19709,13902,14211,11756,13818,4320,8585,125040,1660,24170,2780,7090,20940,8850,3650,16380,10640,28880,10
5362,5,3,62,Rhein-Erft-Kreis,451514,219066,232449,20674,19303,25051,23978,23887,23669,24408,26513,39744,39805,32964,33592,24462,27327,20598,24391,7278,13871,223720,1990,33600,5620,10930,40970,22050,12150,31280,17010,48100,0
5366,5,3,66,Euskirchen,187940,92313,95626,8162,7917,11386,10742,10127,9214,9558,9987,16452,16712,14797,14267,10185,10391,8479,9928,3167,6468,94540,1760,16180,1250,6310,15840,7860,3370,10300,9300,22380,
5370,5,3,70,Heinsberg,248161,121712,126449,11218,10560,15158,14461,13733,12900,13296,13758,21328,21929,19379,18688,12755,13159,10838,12980,4007,8014,121280,2270,21670,1560,9020,22690,9190,3970,13460,9300,28120,20
5374,5,3,74,Oberbergischer Kreis,273011,132850,140161,12592,12332,16614,16219,15522,14236,14349,14875,22955,23160,19926,20153,13845,14339,12413,15101,4634,9746,135120,1940,39010,1580,6850,21620,7360,3800,14800,7040,31110,0
5378,5,3,78,Rheinisch-Bergischer Kreis,278183,134372,143810,12556,11898,16153,15023,13130,12557,13040,15127,24557,25764,20363,20497,15017,17055,14266,16103,5290,9786,140400,1210,23990,1730,7190,23310,11630,6720,20460,9170,34990,
5382,5,3,82,Rhein-Sieg-Kreis,578252,281023,297229,26994,25898,34194,32594,30852,30297,29613,32713,50188,51574,42392,43090,30845,33679,26590,29726,9355,17658,293410,3380,40290,3570,14480,47950,29010,11620,38440,34930,69700,40
5512,5,5,12,"Bottrop, Stadt",117311,56582,60729,4860,4663,6288,5986,6579,6327,6747,6594,9945,9703,9055,9146,5866,6926,5106,6728,2136,4656,55100,,9080,1210,3380,9630,4470,1600,7220,3590,14410,
5513,5,5,13,"Gelsenkirchen, Stadt",258766,126634,132132,11153,10593,14123,12961,15993,15248,15533,15102,21371,19589,18947,19084,13668,14361,11058,14653,4788,10541,105050,,16900,2010,6680,19500,8980,2420,15330,6610,26150,
5515,5,5,15,"Münster, Stadt",289576,137991,151585,12110,11763,13060,12394,26808,30853,20124,19663,22203,22061,18002,18058,11596,13273,9753,13577,4335,9943,157760,,12600,1710,4850,26430,12490,7160,21610,12990,56860,0
5554,5,5,54,Borken,363755,180204,183550,18550,17416,24419,23272,21897,20584,20887,20749,32761,31519,25161,25042,16780,16811,14682,17724,5067,10433,193490,6130,50320,2720,14870,35230,11420,4490,17840,9080,41380,10
5558,5,5,58,Coesfeld,215269,105292,109977,9927,9425,14275,13532,11610,10841,11140,11825,19232,19282,16406,16435,10751,11020,8734,10548,3217,7069,114130,3740,19900,1600,6590,20360,7040,4540,11790,9210,29370,0
5562,5,5,62,Recklinghausen,619382,300016,319366,25571,24005,34276,31861,34280,31499,33172,34802,51583,51892,47293,49285,33952,36345,28060,35572,11829,24105,282950,2630,47080,6580,17070,47470,21630,7630,37520,22440,72900,0
5566,5,5,66,Steinfurt,433659,213608,220052,21090,19931,28737,26872,24779,22802,23603,23988,38272,38455,31316,30358,20833,21381,18439,22402,6539,13863,224790,4380,48420,2680,13000,41240,18270,6260,23600,16780,50160,
5570,5,5,70,Warendorf,273477,133765,139712,13186,12421,16867,16404,15053,14034,14352,15367,23985,23166,19834,19914,14044,14390,11816,14396,4628,9620,138310,3480,36530,1590,7220,22420,7550,4310,15390,8370,31430,
5711,5,7,11,"Bielefeld, Stadt",326870,157311,169559,15584,14279,16858,16391,22871,24600,20865,20663,26262,24213,19626,21831,15197,16778,13944,17984,6104,12820,156230,,28270,2410,5560,28210,12900,3670,18780,7680,48130,0
