AGS_12,state,nuts2,district,name,population,male,female,male_under10,female_under10,male_10to19,female_10to19,male_20to29,female_20to29,male_30to39,female_30to39,male_40to49,female_40to49,male_50to59,female_50to59,male_60to69,female_60to69,male_70to79,female_70to79,male_80andover,female_80andover,working_population,agriculture_forests_fishery,mining_and_industry,energy_water_waste,construction,trade_carmechanics_tourism,traffic_storage_communication,finance_insurance,property,public_administration,other_services,unknown
8231,8,2,31,"Pforzheim, Stadt",114411,55090,59321,5487,4905,6041,5941,7479,7460,7037,6585,8587,8463,7688,7910,5505,6669,5087,6675,2179,4713,55030,,16950,310,2400,10180,3530,1150,6770,2020,11420,
8235,8,2,35,Calw,151048,74374,76675,6970,6667,9500,8846,8705,7904,8115,8375,12604,12612,11237,11229,7978,7936,6770,8110,2495,4996,79260,1120,22830,710,4270,12930,5200,2100,7520,5540,17030,
8236,8,2,36,Enzkreis,191354,93924,97429,8660,8070,11977,11182,10496,9705,10145,10474,16788,16809,14000,14076,10184,10649,8546,10139,3128,6325,101560,560,33740,1030,4280,16140,6010,3520,10880,5810,19590,
8237,8,2,37,Freudenstadt,115973,56908,59065,5506,5087,7192,6901,6843,6457,6479,6437,9738,9704,8509,8413,5698,5838,5068,6283,1875,3945,63070,970,21400,360,3700,10860,3530,1520,4850,3650,12230,
8311,8,3,11,"Freiburg im Breisgau, Stadt",209628,98705,110924,9361,9397,9375,9286,18927,22909,14805,14809,15771,15268,12268,13223,8466,9913,6563,9103,3169,7016,114030,1180,10860,1130,4060,19090,9630,1880,15650,6460,44080,
8315,8,3,15,Breisgau-Hochschwarzwald,247281,120078,127201,11753,11021,14987,13847,13163,13281,12960,13883,20788,21403,17628,18587,13259,14082,11055,12801,4485,8296,134010,3710,24880,1290,7890,26220,9110,4000,13960,9070,33870,0
8316,8,3,16,Emmendingen,156453,76641,79812,7508,6870,9197,8855,8905,8233,8434,8956,13681,13482,11625,11834,7955,8511,6815,8035,2521,5036,85740,1450,20510,1080,5260,15090,5420,2540,7370,5940,21090,0
8317,8,3,17,Ortenaukreis,410202,201308,208894,19202,18288,24537,22793,24216,22927,22477,23081,34896,33868,30508,30143,20070,21116,18183,21695,7219,14983,220660,4590,61920,1920,12540,39800,15940,5420,19470,13580,45450,30
8325,8,3,25,Rottweil,136479,67218,69260,6433,6056,8554,8207,7654,7216,7549,7522,11488,11290,9846,9394,7040,7236,6304,7587,2350,4752,73910,1150,27320,510,3730,10090,4410,1990,5790,4630,14290,
8326,8,3,26,Schwarzwald-Baar-Kreis,203967,99568,104399,8881,8778,11650,11017,12633,11520,10826,11061,16025,16154,14771,14989,10860,11370,9883,11880,4039,7630,106870,1350,35320,790,5210,15740,7170,2690,10840,6420,21340,
8327,8,3,27,Tuttlingen,132214,65378,66835,6507,6232,8154,7549,8145,7707,7812,7715,10664,10350,9427,9338,6395,6684,5944,6920,2330,4340,70560,570,32230,370,2960,9170,3430,1530,4960,3980,11350,
8335,8,3,35,Konstanz,266964,128473,138492,11800,11467,14253,13950,17958,17893,14122,15420,22037,22291,17646,18764,13704,14780,12195,14384,4758,9543,141210,2260,31720,1040,6890,25910,10600,3440,14890,8360,36110,0
8336,8,3,36,Lörrach,219002,106550,112453,10154,9728,13057,12441,12416,12014,11737,12785,18910,19116,15819,16063,10869,11573,9798,11633,3790,7100,116480,1270,31240,1360,6560,20300,8350,2690,12290,6330,26090,0
8337,8,3,37,Waldshut,163135,79941,83195,7945,7386,10204,9541,9095,8875,8571,8933,13413,13320,11823,12016,8367,8636,7525,8693,2998,5795,86410,1820,23740,1840,6590,15380,4760,2120,6650,4810,18710,
8415,8,4,15,Reutlingen,273352,133386,139967,12673,12094,15969,15090,16289,15970,15720,15937,23127,22760,18996,19588,13735,14601,12218,14707,4659,9220,146060,1980,43070,1370,7990,23570,10020,4510,14090,7940,31520,
8416,8,4,16,Tübingen,211951,102679,109273,9884,9600,12114,11445,16956,19089,13002,13056,16953,16928,14225,14821,9333,9503,7459,8980,2753,5851,115510,1000,21780,1030,5050,16340,7940,2920,12230,6970,40240,
8417,8,4,17,Zollernalbkreis,185560,90918,94641,8065,7737,10778,10318,11026,9917,9978,10132,15578,15236,13708,13714,9631,10047,8783,10659,3371,6881,96230,710,33330,550,5700,16940,5340,2350,7180,6600,17520,0
8421,8,4,21,"Ulm, Universitätsstadt",116761,56948,59813,5422,4934,5545,5496,9367,9626,8419,7975,8890,8499,7000,7639,5871,6192,4509,5436,1925,4016,62880,,12680,510,2160,11010,5890,1410,8270,3630,17170,
8425,8,4,25,Alb-Donau-Kreis,186192,92612,93580,9472,8656,11886,11437,11154,10166,10766,10798,16110,15617,13383,12960,9131,9163,7634,8972,3076,5811,102320,2410,30640,1020,5770,16860,7040,2850,9270,6480,19980,
8426,8,4,26,Biberach,187444,93070,94374,9484,9047,11797,11541,11806,10774,11112,10952,16016,15376,13327,13287,9029,8733,7587,8878,2912,5786,102700,2980,35380,1320,6170,13810,5010,2750,8390,6460,20410,0
8435,8,4,35,Bodenseekreis,204083,99711,104372,9122,8691,11827,11322,11129,11233,11831,11297,16922,17063,13946,14710,11633,12482,9732,10775,3569,6799,109890,3080,33510,1020,5040,17920,6400,2340,10460,5400,24720,
8436,8,4,36,Ravensburg,269595,132303,137292,12985,12550,17159,16100,16329,15645,15615,15913,22593,22367,18449,18833,13652,14085,11186,12932,4335,8867,148320,4760,38960,1390,8970,23010,9560,3680,13610,7250,37130,
8437,8,4,37,Sigmaringen,127601,63080,64520,6018,5647,8280,8027,7919,7076,6910,6856,10915,10579,9232,9181,6196,6378,5486,6594,2124,4182,68680,1620,21020,430,4700,10510,4000,1840,4930,5620,14020,
9161,9,1,61,Ingolstadt,124927,61978,62949,5960,5635,6197,5920,9051,8379,9052,8547,9903,9410,8485,8184,6174,6585,5119,6251,2037,4038,66520,,21010,680,2670,10160,4870,1450,8600,3650,12960,
9162,9,1,62,"München, Landeshauptstadt",1348335,651241,697094,60482,57075,50632,48891,99206,111578,114303,111472,112628,106137,76205,82945,68420,76192,49932,63251,19433,39553,774820,1980,81860,8640,25160,127250,100270,41180,158960,43460,186050,10
9163,9,1,63,Rosenheim,59329,28811,30518,2806,2587,2871,2652,4334,4017,3972,4036,4803,4585,3513,3965,3251,3576,2345,3071,916,2029,31830,,6160,250,1530,6250,2530,1010,4210,1900,7640,0
9171,9,1,71,Altötting,106023,51669,54353,4875,4482,6006,5783,5891,5625,5872,5896,8932,8675,7713,7863,5673,6141,4768,5975,1939,3913,55700,1370,16950,640,4010,8210,2730,1410,4800,2620,12960,
9172,9,1,72,Berchtesgadener Land,100827,48874,51955,4238,3961,5481,5059,6372,5754,5639,5556,7956,8012,6558,6872,5778,6521,4846,5939,2006,4281,54520,1560,9210,450,3410,12410,3500,1570,4590,4450,13380,
9173,9,1,73,Bad Tölz-Wolfratshausen,119178,57959,61219,5733,5290,6889,6409,6215,6336,6574,6904,10267,10482,8290,8381,6489,7012,5387,6270,2115,4135,65320,2300,13150,660,4240,11720,4420,2380,7690,3700,15060,0
9174,9,1,74,Dachau,138697,68280,70417,6805,6604,8053,7500,7832,7806,8771,8958,12807,12592,9515,9575,7127,7372,5441,6177,1929,3833,79020,1070,16800,1140,3680,13950,7180,3920,10160,5380,15730,0
9175,9,1,75,Ebersberg,127568,62709,64858,6792,6288,7553,7114,6450,6635,7613,7903,11944,11851,8453,8416,6538,7067,5422,6105,1944,3479,70130,1860,10510,670,3140,13010,8050,4200,9820,4470,14400,
9176,9,1,76,Eichstätt,123421,61640,61780,6276,5940,7594,7423,7922,7557,7801,7481,10669,10297,8939,8423,5701,5554,4920,5720,1818,3385,67610,1390,23760,660,3470,9520,3350,1850,5850,4220,13530,0
9177,9,1,77,Erding,125706,62517,63189,6531,6200,7741,7418,7159,7158,8030,8125,12023,11705,9002,8452,5813,5939,4554,5087,1664,3105,73770,3090,11630,1160,3990,13290,10380,3200,7910,5680,13440,
9178,9,1,78,Freising,162818,81443,81375,8297,7893,9516,8812,11092,10990,11252,11033,15286,14509,11026,10381,7442,7592,5565,6327,1967,3838,95460,2840,16200,1380,4170,16970,13170,3850,12940,6010,17930,0
9179,9,1,79,Fürstenfeldbruck,201597,97479,104118,9644,9106,11075,10106,10205,10518,11845,12676,17372,17746,13183,13902,11504,13210,9503,10895,3148,5959,109270,1380,16230,1590,5600,19790,10110,6780,16330,8770,22710,
9180,9,1,80,Garmisch-Partenkirchen,84046,40322,43724,3440,3162,4649,4180,4392,4289,4349,4591,6987,7114,5308,5744,4945,5768,4453,5378,1799,3498,43630,840,4860,640,2630,10970,2490,1430,4240,3530,12000,
9181,9,1,81,Landsberg am Lech,113085,55911,57173,5626,5392,7275,6814,6124,5515,6410,6510,10344,10463,7883,7909,6012,6141,4507,5062,1730,3367,61710,2040,11920,880,3650,10210,4460,2330,7170,5570,13490,
9182,9,1,82,Miesbach,93630,45030,48600,4248,4091,5185,4719,4859,4852,4958,5353,8054,8354,6200,6382,5437,6204,4417,5256,1672,3389,51710,1340,9130,560,2960,11320,3940,2000,6120,3090,11230,10
9183,9,1,83,Mühldorf a.Inn,106414,52620,53795,4975,4550,6365,6093,6078,5594,6073,6186,9236,8846,7869,7574,5692,5835,4589,5387,1743,3730,56810,2680,15030,630,4020,8960,3920,1750,4840,3310,11670,
9184,9,1,84,München,317248,155130,162119,16768,15473,16253,15291,17475,16379,19099,20740,28421,28270,19924,20659,17651,19738,14356,15992,5183,9577,169450,1390,22560,1700,6020,28690,19720,10940,30090,12540,35810,
9185,9,1,85,Neuburg-Schrobenhausen,90593,44965,45628,4313,4198,5523,5312,5391,5068,5748,5453,7897,7487,6585,6397,4570,4530,3680,4332,1258,2851,49720,1780,14630,730,3700,7720,2720,1480,4190,3820,8940,
9186,9,1,86,Pfaffenhofen a.d.Ilm,116116,58104,58012,5530,5259,7001,6598,7147,6487,7087,7044,10662,10119,8704,8345,5712,5743,4610,5238,1651,3179,65220,2090,16880,1160,3660,11170,5460,2350,6610,4840,11010,0
9187,9,1,87,Rosenheim,244257,119733,124523,11704,10923,15000,13944,13625,12582,13401,13943,21201,21400,16711,17384,13703,14426,10356,11860,4032,8061,133500,4950,27180,1390,8160,24810,9490,4190,12540,8200,32600,
9188,9,1,88,Starnberg,127133,60840,66292,6209,6035,7060,6663,5809,5592,6083,7339,11154,11665,8271,9070,7637,8685,6166,6732,2451,4511,67790,850,9260,610,3060,11160,6410,3430,11580,3880,17540,0
9189,9,1,89,Traunstein,168509,81883,86627,7349,7208,9800,9417,9359,8515,8980,9332,13771,13922,11762,12034,9534,10416,8117,9364,3211,6419,89770,4240,22010,1030,5860,17020,4570,2150,7900,5290,19700,
9190,9,1,90,Weilheim-Schongau,128761,63169,65593,6032,5783,7826,7513,7051,6530,6931,7063,10982,11401,9251,9003,7143,7358,5755,6682,2198,4260,69390,2660,17330,660,4240,11230,4100,2280,6950,4620,15300,0
9261,9,2,61,Landshut,63544,30164,33380,2744,2572,2805,2864,4066,4184,4303,4136,5010,5003,4042,4432,3250,3858,2750,3530,1194,2801,32300,,5920,400,1220,5310,2770,850,4860,2900,7850,
9262,9,2,62,Passau,48649,22828,25821,1758,1700,2067,2133,4000,4686,2931,2459,3275,3504,3108,3395,2692,2988,2092,2703,905,2253,23560,,3110,270,1060,4810,1940,570,2620,1810,7230,
9263,9,2,63,Straubing,44488,21881,22607,1662,1593,2050,2015,2948,2839,2999,2302,3751,3389,3207,3373,2500,2632,1952,2599,812,1865,22410,,5210,200,780,4130,2050,560,2380,1530,5440,
9271,9,2,71,Deggendorf,114454,56205,58249,5059,4759,6542,6192,6872,6593,6867,6715,9730,9611,8586,8673,6043,6204,4691,5763,1815,3739,61580,1760,16310,640,5510,10040,3660,1720,5030,3810,13110,
9272,9,2,72,Freyung-Grafenau,78172,38520,39650,3292,3028,4634,4453,4492,4203,4392,4300,6574,6537,6313,6106,4259,4054,3282,4184,1282,2785,40630,1600,10040,330,4720,7080,1940,1040,2480,2510,8890,
9273,9,2,73,Kelheim,112752,56076,56677,5514,5169,6902,6503,6822,6260,6834,6992,10007,9429,8331,8012,5514,5501,4486,5356,1666,3455,62370,2200,17960,670,4710,10220,3460,1990,5480,3280,12400,
9274,9,2,74,Landshut,147161,73459,73702,7184,6803,9040,8473,8525,7681,8818,8902,13606,12948,10949,10631,7548,7467,5714,6743,2075,4054,82630,2820,20750,1290,5470,13570,5970,2460,8630,6580,15090,
9275,9,2,75,Passau,184190,90305,93885,7982,7450,10669,10167,10345,9921,10674,10467,15515,15355,13918,13913,10087,10321,8023,9762,3092,6529,99180,4700,24280,1000,7370,20140,5060,2630,7350,5520,21120,
9276,9,2,76,Regen,76782,37970,38812,3271,2950,4321,3963,4595,4035,4355,4269,6254,6224,6200,5971,4309,4264,3393,4457,1272,2679,40720,1660,11000,270,4120,7440,1680,920,2760,2960,7910,
9277,9,2,77,Rottal-Inn,116634,57324,59310,5210,4921,7031,6604,6598,6319,6543,6382,9793,9583,8615,8533,6144,6292,5295,6357,2095,4319,62710,3640,17370,540,6060,11190,2360,1730,4340,3140,12320,
9278,9,2,78,Straubing-Bogen,95852,47558,48295,4556,4345,5817,5521,5546,4937,5547,5693,8578,8285,7360,7046,4838,4891,3932,4645,1384,2932,52860,2950,14630,420,3730,8530,3150,1430,3430,4190,10400,
9279,9,2,79,Dingolfing-Landau,90156,45230,44926,4021,3851,5442,4999,5669,4999,5454,5130,7828,7532,6971,6683,4577,4553,3876,4459,1392,2720,49330,1700,18560,360,3180,6450,2920,1350,4800,2590,7420,
9361,9,3,61,Amberg,41911,20407,21505,1669,1655,2057,2036,2841,2501,2510,2238,3323,3299,3101,3024,2133,2338,1958,2567,815,1847,20850,,5730,,910,3280,1130,470,2470,1730,4860,
9362,9,3,62,Regensburg,135403,64341,71062,5561,5546,5372,5553,11924,13362,10216,9495,10425,10206,7659,8530,6061,6824,4911,6552,2212,4994,70750,,12430,570,2040,11310,5450,1760,10060,4740,22110,
9363,9,3,63,Weiden i.d.OPf.,41746,19709,22037,1593,1637,2246,1999,2600,2502,2289,2526,3182,3464,2866,3083,2234,2353,1948,2668,751,1805,20940,,4270,,1040,4640,1440,400,1850,1850,5140,
9371,9,3,71,Amberg-Sulzbach,103901,51445,52457,4582,4154,6262,5978,6037,5687,5625,5656,9072,8841,8271,7811,5134,5095,4654,5688,1808,3547,55860,1670,16920,570,3200,8520,3060,1750,4140,4350,11680,
9372,9,3,72,Cham,125689,62421,63268,5262,5189,7264,6889,7670,7003,7347,7215,10766,10212,9823,9332,6702,6390,5536,6720,2051,4318,69370,3000,20870,510,7770,11310,3110,1260,4350,4390,12790,10
9373,9,3,73,Neumarkt i.d.OPf.,126436,62790,63646,5846,5555,8026,7634,7610,7053,7297,7289,11272,10915,9607,9158,6208,5988,5000,6157,1924,3897,69830,2190,17640,610,5770,11230,4700,2160,6140,4320,15070,
9374,9,3,74,Neustadt a.d.Waldnaab,96316,47547,48770,4210,3986,5829,5690,5822,5263,5265,5399,8334,8270,7584,7053,4784,4807,4192,5200,1527,3102,51900,2050,14520,500,3030,8380,2960,1170,3350,4160,11790,
9375,9,3,75,Regensburg,182289,90179,92110,8543,7981,10745,10254,10303,9767,10697,11183,16532,16200,14069,13870,9631,9472,7069,8276,2590,5107,101960,2420,25600,1280,5170,16330,7640,2950,10200,7620,22760,
9376,9,3,76,Schwandorf,142407,70716,71690,6066,5768,8344,7749,8409,7878,8594,8136,12509,11942,11043,10246,7237,7276,6133,7651,2381,5044,77630,3020,24640,1160,4420,12100,4190,1780,6400,5380,14550,
9377,9,3,77,Tirschenreuth,74867,36927,37939,3035,2871,4407,4151,4321,3837,4068,3993,6407,6167,5796,5554,4031,3952,3477,4466,1385,2948,38920,2120,11490,,3100,6620,1840,1120,2490,2610,7310,0
9461,9,4,61,Bamberg,70635,33080,37555,2823,2735,3104,3142,5410,6495,4350,4346,5478,5309,4298,4738,3315,3873,2949,3948,1353,2969,36920,,6730,430,1410,6660,2470,810,4370,2420,11320,
9462,9,4,62,Bayreuth,70808,33703,37105,2590,2497,3099,3125,6330,6703,4205,3889,5095,4817,4293,4987,3809,4161,2991,3973,1291,2953,33640,,4810,410,1140,5910,2390,790,4360,3510,10220,30
9463,9,4,63,Coburg,41023,19519,21504,1587,1476,1990,1919,2757,2625,2184,2124,3289,3318,2787,3074,2219,2451,1867,2491,839,2026,20490,,5090,250,550,3160,1130,1630,2450,1410,4740,10
9464,9,4,64,Hof,44759,21006,23753,1724,1650,2080,2113,2508,2756,2490,2348,3479,3480,3054,3376,2554,2923,2174,2923,943,2184,20230,,4420,250,700,3720,1660,680,2070,1650,4960,
9471,9,4,71,Bamberg,143610,71281,72329,6609,6436,8832,8124,8643,8093,8480,8658,12940,12707,11050,10597,6982,6704,5698,6997,2047,4013,81180,1510,22510,850,5140,14160,5820,2320,6820,5160,16890,
9472,9,4,72,Bayreuth,105395,51818,53578,4512,4316,6098,5750,5646,5342,5740,5996,9299,9066,8257,7790,5700,5685,4748,5874,1818,3759,57270,1790,13580,760,3800,9900,3830,1600,4610,5460,11900,40
9473,9,4,73,Coburg,87775,43107,44668,3515,3335,5035,4669,4855,4438,4471,4713,7660,7513,6812,6676,4803,4884,4285,5244,1671,3196,46600,1340,15570,590,1910,7120,2120,3180,4070,2750,7930,20
9474,9,4,74,Forchheim,112738,55589,57149,4952,4931,6576,6360,6669,6099,6184,6367,10028,9892,8969,8433,5813,5842,4800,5836,1598,3389,61350,1270,16750,630,2840,9090,4520,1950,7450,3520,13320,
9475,9,4,75,Hof,99371,47988,51383,3763,3638,5351,5127,4815,4559,4782,5038,8390,8317,7608,7408,5786,6061,5273,6697,2220,4538,49210,1290,14280,610,2680,8180,3460,1540,3460,3420,10280,
9476,9,4,76,Kronach,69928,34163,35764,2559,2577,3660,3447,3717,3440,3823,3812,6211,5882,5612,5402,3780,3847,3531,4534,1270,2823,36710,640,13590,530,1860,4910,1950,1150,3130,2180,6750,20
9477,9,4,77,Kulmbach,74071,36094,37976,2948,2826,4149,3634,3733,3549,3970,4102,6478,6235,5793,5721,4199,4275,3378,4600,1446,3034,38700,1160,9720,440,2750,6630,2330,1180,3460,2950,8040,30
9478,9,4,78,Lichtenfels,67297,32917,34380,2698,2630,3758,3553,3722,3488,3753,3826,5828,5572,5238,5100,3580,3686,3201,3937,1139,2588,35860,720,9610,330,1980,7710,2290,1250,2810,1970,7190,
9479,9,4,79,Wunsiedel i.Fichtelgebirge,76044,36376,39668,2699,2672,3812,3660,3803,3555,3631,3684,6177,6221,5924,5832,4582,4858,4046,5526,1702,3660,36720,820,11880,400,1670,5890,1730,950,3230,2540,7620,
9561,9,5,61,Ansbach,39491,18560,20931,1653,1584,1920,2090,2378,2541,2196,2342,3219,3111,2780,2791,1931,2359,1686,2273,797,1840,20260,,4630,170,760,3390,1400,480,2240,1970,4950,
9562,9,5,62,Erlangen,103719,50713,53007,4339,4469,4858,4660,9214,8932,7718,6863,7759,8042,6450,6095,4634,5289,3898,5020,1843,3637,54750,,12720,690,1110,7160,3840,980,9390,2910,15540,
9563,9,5,63,Fürth,115613,55680,59933,5023,4764,5990,5260,6626,7867,7560,8385,10201,9828,8232,8009,5877,6227,4407,5819,1764,3774,62350,,12670,570,2530,11030,6540,2050,9260,4130,13040,
9564,9,5,64,Nürnberg,486314,233141,253173,21160,19635,21722,19307,32785,35888,32952,34474,39876,35965,29716,33645,25437,28565,20865,27306,8628,18388,249050,1320,43060,2390,8920,43050,28690,9030,41170,17660,53770,
9565,9,5,65,Schwabach,38469,18451,20018,1716,1595,2155,2010,2035,2098,2076,2306,3301,3427,2714,2632,2121,2358,1682,2150,651,1442,20180,,4190,360,880,3620,1820,860,2630,1360,4230,
9571,9,5,71,Ansbach,178353,88473,89881,8121,7625,11427,10641,10683,9817,9951,10087,15215,14822,13558,12983,8746,8515,7793,9274,2979,6117,97500,3680,29030,780,6900,15820,5730,2550,6880,6180,19950,
9572,9,5,72,Erlangen-Höchstadt,130395,64543,65852,6072,5717,7726,7046,7280,6956,7341,7575,11283,11588,10093,10039,7301,7161,5456,6252,1991,3518,71100,930,19890,610,2960,10600,5360,2380,8930,4230,15220,
9573,9,5,73,Fürth,112786,54689,58097,4739,4580,6258,5699,5770,5735,6051,6435,9857,10204,8402,8571,6530,7014,5213,6212,1869,3647,61760,1120,12750,760,2880,11110,6250,2780,7340,5190,11580,
9574,9,5,74,Nürnberger Land,163967,79915,84052,6978,6450,9131,8705,8392,8136,8579,9045,14443,14474,12199,12354,9449,9866,7810,9286,2934,5736,86350,870,21200,770,3710,14270,6940,3660,9630,6700,18590,
9575,9,5,75,Neustadt a.d.Aisch-Bad Windsheim,97475,48164,49311,4361,4079,5896,5696,5769,5177,5215,5295,8379,8244,7550,7322,4983,4896,4353,5100,1658,3502,53500,2890,14120,560,3280,8760,3560,1610,4850,2920,10950,
9576,9,5,76,Roth,123344,60756,62588,5433,5164,7527,7074,6864,6566,6761,6948,10944,11024,9244,8999,6588,6728,5458,6284,1937,3801,66760,1600,15440,910,3700,11400,5410,2700,6600,5520,13470,
9577,9,5,77,Weißenburg-Gunzenhausen,92371,45622,46747,4087,3875,5569,5153,5364,4832,5029,4913,7837,7481,6981,6813,4856,4952,4257,5235,1642,3493,48310,1530,13790,760,2670,7620,2700,1540,3910,3080,10710,
9661,9,6,61,Aschaffenburg,67359,32231,35128,2898,2905,3199,3208,4211,4287,4386,4310,5521,5524,4790,4782,3494,3828,2591,3652,1141,2632,35720,,7270,480,1500,7500,3960,1000,4850,1780,7140,
9662,9,6,62,Schweinfurt,52143,24921,27222,2291,2099,2479,2457,3572,3219,2873,2914,3681,3590,3490,3869,2758,3123,2529,3221,1248,2730,24890,,6780,280,920,4630,1460,490,2760,1200,6210,
9663,9,6,63,Würzburg,124297,58135,66162,4270,3932,4786,4583,12526,16041,8131,7132,8307,8491,7005,7851,5682,6216,5095,6649,2333,5267,64400,,7210,670,1540,12060,4710,1460,8490,4950,22910,
9671,9,6,71,Aschaffenburg,172612,85283,87329,7318,7148,10226,9492,9683,9108,9225,9598,15487,15516,13358,12905,9140,9220,7826,8928,3020,5414,94480,1110,23380,1200,5600,19120,7940,3410,10850,5360,16500,
9672,9,6,72,Bad Kissingen,104020,50668,53352,4197,4104,5688,5588,5902,5100,5286,5496,8526,8391,8107,7961,5619,5732,5154,6318,2189,4662,52960,1190,11290,490,4500,8840,2610,1550,3860,4470,14160,
9673,9,6,73,Rhön-Grabfeld,80829,39929,40900,3510,3424,4910,4628,4607,4221,4256,4346,6743,6652,6380,6156,4152,4062,3829,4416,1542,2995,42520,800,12160,510,2800,6880,2110,1130,2940,2750,10430,
9674,9,6,74,Haßberge,84575,42174,42401,3704,3382,5087,4828,5182,4654,4618,4516,7378,7096,6823,6548,4363,4136,3691,4419,1328,2822,45860,1180,16110,580,2630,7060,2200,1300,3260,2520,9010,
9675,9,6,75,Kitzingen,87719,43384,44335,3745,3732,5218,4934,5197,4901,4901,4986,7673,7421,6727,6370,4550,4362,3824,4554,1549,3075,47740,2590,11670,560,2670,9090,3060,1290,4060,3260,9490,
9676,9,6,76,Miltenberg,128406,63855,64550,5757,5410,8024,7297,7293,6744,7181,7491,11330,10858,9558,9408,6679,6615,5818,6715,2215,4012,67930,970,22150,680,3980,11790,4210,2020,6410,3430,12280,
9677,9,6,77,Main-Spessart,127508,63172,64336,5231,4998,7403,6890,7361,6481,6874,6901,10963,10864,10196,9758,6868,6738,5972,7031,2304,4675,68890,1510,23690,690,3810,10810,3650,1830,4770,4250,13880,
9678,9,6,78,Schweinfurt,113084,56222,56862,4844,4487,6833,6423,6596,5928,5879,5977,9765,9630,8970,8681,5936,5947,5354,6121,2045,3668,61400,1410,17650,1070,3230,10360,3450,1920,4580,4260,13470,
9679,9,6,79,Würzburg,158095,78157,79938,7107,6807,9082,8455,9212,8767,8947,9061,13349,13506,12174,12377,8545,8541,7034,7687,2707,4737,87480,2040,14400,1260,4480,16100,6830,2730,8700,8450,22490,
9761,9,7,61,Augsburg,267767,128788,138979,11191,10938,12059,12026,19499,21889,18787,17763,20914,19052,16816,17095,13410,15258,11365,14413,4747,10545,140570,,25380,1860,6220,23210,13850,3800,20640,9370,35520,0
9762,9,7,62,Kaufbeuren,41550,20022,21528,1769,1775,2192,2093,2464,2359,2411,2279,3305,3227,2947,2901,2211,2442,1843,2472,880,1980,20920,,4860,260,1340,3620,1110,430,2350,1480,5280,
